chunk_id,section_idx,section_header,section_name,subsection_name,topic_positive_negative,subject,procedure,claim_sentence,cross_ref,start_line,end_line,page,preview,chunk_text
86,376,제23조 (특별약관 내용의 변경 등),제23조,,"긍정:지급,환급,변경; 부정:해지","피보험자,보험수익자,회사,계약자",해지,계약자가 회사에 보험수익자가 변경되었음을 통지하기 전에 보험금 지급사유가 발생한 경우 // 회사는 변경 전 보험수익자에게 보험금을 지급할 수 있습니다 // 보험금을 지급한 경우 변경된 보험수익자에게는 별도로 보험금을 지급하지 않습니다,"제35조,제44조,제1항,제23조,제2조,제2항",3009,3034,,제23조 (특별약관 내용의 변경 등) ① 회사는 계약자가 보험기간 중 회사의 승낙을 얻어 기본계약의 내용을 ,"제23조 (특별약관 내용의 변경 등)
① 회사는 계약자가 보험기간 중 회사의 승낙을 얻어 기본계약의 내용을 변경할 때 동일
내용으로 변경합니다. 이 경우 승낙을 서면 등으로 알리거나 보험증권의 뒷면에 기재
하여 드립니다.
② 계약자는 보험수익자를 변경할 수 있으며 이 경우에는 회사의 승낙이 필요하지 않습
니다. 다만, 변경된 보험수익자가 회사에 권리를 대항하기 위해서는 계약자가 보험수
익자가 변경되었음을 회사에 통지하여야 합니다.
<유의사항>
계약자가 회사에 보험수익자가 변경되었음을 통지하기 전에 보험금 지급사유가 발생한 경우
회사는 변경 전 보험수익자에게 보험금을 지급할 수 있습니다. 회사가 변경 전 보험수익자에게
보험금을 지급한 경우 변경된 보험수익자에게는 별도로 보험금을 지급하지 않습니다.
③ 회사는 계약자가 제1항에 따라 이 특별약관의 보험가입금액을 감액하고자 할 때에는
그 감액된 부분은 해지된 것으로 보며, 이로써 회사가 지급하여야 할 해약환급금이 있
을 때에는 제35조(해약환급금) 제1항에 따른 해약환급금을 계약자에게 지급합니다.
다만, 보험가입금액을 감액할 때 해약환급금이 없거나 최초 가입할 때 안내한 해약환
급금보다 적어질 수 있습니다.
④ 계약자가 제2항에 따라 보험수익자를 변경하고자 할 경우 계약자와 피보험자가 동일
하지 않을 때에는 보험금의 지급사유가 발생하기 전에 피보험자가 서면(「전자서명
법」제2조 제2호에 따른 전자서명이 있는 경우로서 상법 시행령 제44조의2에 정하는
바에 따라 본인 확인 및 위조ㆍ변조 방지에 대한 신뢰성을 갖춘 전자문서를 포함)으로
동의하여야 합니다.
⑤ 계약자가 보험수익자를 변경하지 않고 사망한 때에는 계약자 사망시점에 지정되어 있
는 보험수익자의 권리가 확정됩니다. 그러나 계약자가 사망한 이후 그 승계인이 보험
수익자를 변경할 수 있다는 별도의 약정이 있는 경우에는 승계받은 계약자가 보험수
익자를 변경할 수 있습니다.
⑥ 회사는 제1항에 따라 계약자를 변경한 경우, 변경된 계약자에게 보험증권 및 약관을
드리고, 변경된 계약자가 요청하는 경우 약관의 중요한 내용을 설명하여 드립니다."
87,377,제24조 (보험나이 등),제24조,,긍정:변경; 부정:무효,피보험자,변경,예1) 계 약 일 : 2022년 3월 13일 // ⇒ 2022년 3월 13일 // 예2) 계 약 일 : 2022년 4월 13일,"제22조,제24조,제1항",3036,3060,62,"제24조 (보험나이 등) ① 이 약관에서의 피보험자의 나이는 보험나이를 기준으로 합니다. 다만, 제22조(특","제24조 (보험나이 등)
① 이 약관에서의 피보험자의 나이는 보험나이를 기준으로 합니다. 다만, 제22조(특별약
관의 무효) 제1항 제2호의 경우에는 실제 만 나이를 적용합니다.
② 제1항의 보험나이는 계약일 현재 피보험자의 실제 만 나이를 기준으로 6개월 미만의
끝수는 버리고 6개월 이상의 끝수는 1년으로 하여 계산하며, 이후 매년 계약해당일에
나이가 증가하는 것으로 합니다.
③ 피보험자의 나이 또는 성별에 관한 기재사항이 사실과 다른 경우에는 정정된 나이 또
는 성별에 해당하는 보험금 및 보험료로 변경합니다.
<예시안내>
[보험나이 계산]
생년월일 : 1988년 10월 2일
예1) 계 약 일 : 2022년 3월 13일
⇒ 2022년 3월 13일
- 1988년 10월 2일
33년 5개월 11일 = 33세
예2) 계 약 일 : 2022년 4월 13일
⇒ 2022년 4월 13일
- 1988년 10월 2일
33년 6개월 11일 = 34세
[계약해당일 계산]
최초계약일과 동일한 월, 일을 말합니다.
60 / 227

[Page 62]
계약일 : 2022년 4월 10일 ⇒ 계약해당일 : 매년 4월 10일
단, 계약해당일 2월 29일이 없을 경우에는 2월 28일을 계약해당일로 합니다."
88,379,제26조 (제1회 보험료 및 회사의 보장개시),제26조,,"긍정:보장,지급,성립","회사,계약자",지급,제26조 (제1회 보험료 및 회사의 보장개시) // 도 제1회 보험료를 받은 때부터 보장이 개시됩니다 // ② 회사가 청약과 함께 제1회 보험료를 받고 청약을 승낙하기 전에 보험금 지급사유가,"제26조,제2항",3065,3079,,제26조 (제1회 보험료 및 회사의 보장개시) ① 회사는 계약의 청약을 승낙하고 제1회 보험료를 받은 때부터,"제26조 (제1회 보험료 및 회사의 보장개시)
① 회사는 계약의 청약을 승낙하고 제1회 보험료를 받은 때부터 이 약관이 정한 바에 따
라 보장을 합니다. 또한, 회사가 청약과 함께 제1회 보험료를 받은 후 승낙한 경우에
도 제1회 보험료를 받은 때부터 보장이 개시됩니다. 자동이체 또는 신용카드로 납입
하는 경우에는 자동이체신청 또는 신용카드매출승인에 필요한 정보를 제공한 때를 제
1회 보험료를 받은 때로 하며, 계약자의 책임 있는 사유로 자동이체 또는 매출승인이
불가능한 경우에는 보험료가 납입되지 않은 것으로 봅니다.
② 회사가 청약과 함께 제1회 보험료를 받고 청약을 승낙하기 전에 보험금 지급사유가
발생하였을 때에도 보장개시일부터 이 약관이 정하는 바에 따라 보장을 합니다.
<용어풀이>
[보장개시일]
회사가 보장을 개시하는 날로서 계약이 성립되고 제1회 보험료를 받은 날을 말하나, 회사가 승낙
하기 전이라도 청약과 함께 제1회 보험료를 받은 경우에는 제1회 보험료를 받은 날을 말합니다.
또한, 보장개시일을 계약일로 봅니다.
③ 회사는 제2항에도 불구하고 다음 중 한 가지에 해당되는 경우에는 보장을 하지 않습
니다."
89,384,제28조 (보험료의 자동대출납입),제28조,,"긍정:지급,환급,청구,변경; 부정:해지","회사,계약자",청구,① 계약자는 제29조(보험료의 납입이 연체되는 경우 납입최고(독촉)와 특별약관의 해지) // 해약환급금 범위 내에서 납입할 보험료를 자동적으로 대출하여 이를 보험료 납입에 충당하는 // 급금과 계약자에게 지급할 기타 모든 지급금의 합계액에서 계약자의 회사에 대한 모,"제35조,제36조,제1항,제28조,제2항,제29조",3097,3130,63,제28조 (보험료의 자동대출납입) ① 계약자는 제29조(보험료의 납입이 연체되는 경우 납입최고(독촉)와 특별,"제28조 (보험료의 자동대출납입)
① 계약자는 제29조(보험료의 납입이 연체되는 경우 납입최고(독촉)와 특별약관의 해지)
에 따른 보험료의 납입최고(독촉)기간이 지나기 전까지 회사가 정한 방법에 따라 보험
료의 자동대출납입을 신청할 수 있으며, 이 경우 제36조(보험계약대출) 제1항에 따른
보험계약대출금으로 보험료가 자동으로 납입되어 계약은 유효하게 지속됩니다. 다만,
계약자가 서면 이외에 인터넷 또는 전화(음성녹음) 등으로 자동대출납입을 신청할 경
우 회사는 자동대출납입 신청내역을 서면, 전화(음성녹음) 또는 전자문서(SMS포함)
등으로 계약자에게 알려 드립니다.
<용어풀이>
[자동대출납입]
보험료를 제때에 납입하기 곤란한 경우에 계약자가 자동대출납입을 신청하면 해당 보험 상품의
해약환급금 범위 내에서 납입할 보험료를 자동적으로 대출하여 이를 보험료 납입에 충당하는
서비스를 말합니다.
② 제1항의 규정에 의한 대출금과 보험료의 자동대출납입일의 다음날부터 그 다음 보험
료의 납입최고(독촉)기간까지의 이자(보험계약대출이율 이내에서 회사가 별도로 정하
는 이율을 적용하여 계산)를 더한 금액이 해당 보험료가 납입된 것으로 계산한 해약환
급금과 계약자에게 지급할 기타 모든 지급금의 합계액에서 계약자의 회사에 대한 모
든 채무액을 뺀 금액을 초과하는 경우에는 보험료의 자동대출납입을 더는 할 수 없습
니다.
<용어풀이>
[보험계약대출이율]
해당 보험상품의 약관에 따라 계약자가 대출을 받을 경우, 회사가 정하는 대출이율이며, 이 특별약
관의 보험계약대출이율이 변경되는 경우, 변경된 시점부터 변경된 이율을 적용합니다.
③ 제1항 및 제2항에 의한 보험료의 자동대출납입 기간은 최초 자동대출납입일부터 1년
을 한도로 하며 그 이후의 기간에 대한 보험료의 자동대출납입을 위해서는 제1항에
61 / 227

[Page 63]
따라 재신청을 하여야 합니다.
④ 보험료의 자동대출납입이 행하여진 경우에도 자동대출납입 전 납입최고(독촉)기간이
끝나는 날의 다음날부터 1개월 이내에 계약자가 계약의 해지를 청구한 때에는 회사는
보험료의 자동대출납입이 없었던 것으로 하여 제35조(해약환급금) 제1항에 따른 해약
환급금을 지급합니다.
⑤ 회사는 자동대출납입이 종료된 날부터 15일 이내에 자동대출납입이 종료되었음을 서
면, 전화(음성녹음) 또는 전자문서(SMS 포함) 등으로 계약자에게 안내하여 드립니다."
90,388,3. 계약자가 회사로부터 보험계약대출을 받은 경우 계약이 해지되는 즉시 해약환급금,,,"긍정:지급,보상,환급; 부정:해지","보험수익자,회사,계약자",해지," 계약자가 회사로부터 보험계약대출을 받은 경우 계약이 해지되는 즉시 해약환급금 // ④ 보험료 납입이 연체중이라도 계약의 해지 전에 발생한 보험금 지급사유에 대하여 회 // 사는 보상하며, 계약의 해지 전에 보험료 납입면제 사유가 발생한 경우 회사는 계약을","제2조,제1항,제3항",3140,3156,,3. 계약자가 회사로부터 보험계약대출을 받은 경우 계약이 해지되는 즉시 해약환급금 에서 보험계약대출원금과 이,"3. 계약자가 회사로부터 보험계약대출을 받은 경우 계약이 해지되는 즉시 해약환급금
에서 보험계약대출원금과 이자가 차감된다는 내용
② 납입최고(독촉)기간의 마지막 날이 영업일이 아닌 때에는 최고(독촉)기간은 그 다음
날까지로 합니다.
③ 보험수익자와 계약자가 다른 경우 보험수익자에게도 제1항에 따른 내용을 알려 드립
니다.
④ 보험료 납입이 연체중이라도 계약의 해지 전에 발생한 보험금 지급사유에 대하여 회
사는 보상하며, 계약의 해지 전에 보험료 납입면제 사유가 발생한 경우 회사는 계약을
해지하지 않고 차회 이후의 보험료 납입을 면제하여 드립니다.
⑤ 회사가 제1항에 의한 납입최고(독촉) 등을 전자문서로 안내하고자 할 경우에는 계약자
에게 서면, 전자서명법 제2조 제2호에 따른 전자서명으로 동의를 얻어 수신확인을 조
건으로 전자문서를 송신하여야 하며, 계약자가 전자문서에 대하여 수신을 확인하기
전까지는그 전자문서는 송신되지 않은 것으로 봅니다. 회사는 전자문서가 수신되지
않은 것을 확인한 경우에는 제1항에서 정한 내용을 서면(등기우편 등) 또는 전화(음성
녹음)로 다시 알려 드립니다.
⑥ 회사가 제1항에 따른 납입최고(독촉) 등을 전화(음성녹음)로 안내하고자 할 때 다음
각 호의 요건을 모두 충족하는 경우에 「보험업감독규정」 제4-36조 제3항에 따른
전자적 상품설명장치를 활용할 수 있습니다."
91,394,제30조 (보험료의 납입을 연체하여 해지된 특별약관의 부활(효력회복)),제30조,,긍정:환급; 부정:해지,"회사,계약자",해지,제30조 (보험료의 납입을 연체하여 해지된 특별약관의 부활(효력회복)) // ① 제29조(보험료의 납입이 연체되는 경우 납입최고(독촉)와 특별약관의 해지)에 따라 계 // 약이 해지되었으나 해약환급금을 받지 않은 경우(보험계약대출 등에 따라 해약환급금,"제1항,제29조,제30조,제15조",3169,3177,,제30조 (보험료의 납입을 연체하여 해지된 특별약관의 부활(효력회복)) ① 제29조(보험료의 납입이 연체되는,"제30조 (보험료의 납입을 연체하여 해지된 특별약관의 부활(효력회복))
① 제29조(보험료의 납입이 연체되는 경우 납입최고(독촉)와 특별약관의 해지)에 따라 계
약이 해지되었으나 해약환급금을 받지 않은 경우(보험계약대출 등에 따라 해약환급금
이 차감되었으나 받지 않은 경우 또는 해약환급금이 없는 경우를 포함합니다) 계약자
는 해지된 날부터 3년 이내에 회사가 정한 절차에 따라 계약의 부활(효력회복)을 청약
할 수 있습니다. 회사가 부활(효력회복)을 승낙한 때에 계약자는 부활(효력회복)을 청
약한 날까지의 연체된 보험료에 평균공시이율+1% 범위 내에서 각 상품별로 회사가
정하는 이율로 계산한 금액을 더하여 납입하여야 합니다. 다만, 금리연동형보험은 각
상품별 사업방법서에서 별도로 정한 이율로 계산합니다.
② 제1항에 따라 해지계약을 부활(효력회복)하는 경우에는 제15조(계약 전 알릴 의무),"
92,398,제31조 (강제집행 등으로 인하여 해지된 특별약관의 특별부활(효력회복)),제31조,,"긍정:지급,환급,청구,변경; 부정:해지,소멸","보험수익자,회사,계약자",청구,"제31조 (강제집행 등으로 인하여 해지된 특별약관의 특별부활(효력회복)) // ① 회사는 계약자의 해약환급금 청구권에 대한 강제집행, 담보권실행, 국세 및 지방세 체 // 납처분절차에 따라 계약이 해지된 경우 해지 당시의 보험수익자가 계약자의 동의를","제1항,제23조,제31조,제3항",3186,3217,64,제31조 (강제집행 등으로 인하여 해지된 특별약관의 특별부활(효력회복)) ① 회사는 계약자의 해약환급금 청구,"제31조 (강제집행 등으로 인하여 해지된 특별약관의 특별부활(효력회복))
① 회사는 계약자의 해약환급금 청구권에 대한 강제집행, 담보권실행, 국세 및 지방세 체
납처분절차에 따라 계약이 해지된 경우 해지 당시의 보험수익자가 계약자의 동의를
얻어 계약 해지로 회사가 채권자에게 지급한 금액을 회사에 지급하고 제23조(특별약
62 / 227

[Page 64]
관 내용의 변경 등) 제1항의 절차에 따라 계약자 명의를 보험수익자로 변경하여 특별
약관의 특별부활(효력회복)을 청약할 수 있음을 보험수익자에게 통지하여야 합니다.
<용어풀이>
[강제집행과 담보권실행]
강제집행이란 사법상 또는 행정법상의 의무를 이행하지 않는 사람에 대하여 국가가 강제 권력으로
그 의무를 이행하는 것을 말합니다. 담보권실행이란 담보권을 설정한 채권자가 채무를 이행하지
않는 채무자에 대하여 해당 담보권을 실행하는 것을 말합니다.
법원은 채권자의 신청에 따른 강제집행 및 담보권실행으로 채무자의 해약환급금을 압류할 수 있으며,
법원의 추심명령 또는 전부명령에 따라 회사는 채권자에게 해약환급금을 지급하게 됩니다.
· 추심명령 : 채무자가 제3채무자에 대하여 가지고 있는 금전채권을 대위의 절차 없이 채무자에
갈음하여 직접 추심(받아냄)할 수 있는 권리를 부여하는 집행법원의 결정
· 전부명령 : 채무자가 제3채무자에 대한 채권을 채권자에게 이전시키고 그 대신 채무자에
대한 채권이 소멸되는 집행법원의 결정
[국세 및 지방세 체납처분 절차]
국세 및 지방세 체납처분 절차란 국세 또는 지방세를 체납할 경우 국세 기본법 및 지방세법에 의하여
체납된 세금에 대하여 가산금 징수, 독촉장 발부 및 재산 압류 등의 집행을 하는 것을 말합니다.
국세 및 지방세 체납시 국세청 및 지방자치단체에 의해 채무자의 해약환급금이 압류될 수 있으며,
체납처분 절차에 따라 회사는 채권자에게 해약환급금을 지급하게 됩니다.
② 회사는 제1항에 따른 계약자 명의변경 신청 및 특별약관의 특별부활(효력회복) 청약을
승낙합니다.
③ 회사는 제1항의 통지를 지정된 보험수익자에게 하여야 합니다. 다만, 회사는 법정상속
인이 보험수익자로 지정된 경우에는 제1항의 통지를 계약자에게 할 수 있습니다.
④ 회사는 제1항의 통지를 계약이 해지된 날부터 7일 이내에 하여야 합니다.
⑤ 보험수익자는 통지를 받은 날(제3항에 따라 계약자에게 통지된 경우에는 계약자가 통
지를 받은 날을 말합니다)부터 15일 이내에"
93,401,제32조의2 (위법계약의 해지),제32조,,"긍정:지급,환급; 부정:해지,소멸,거절","회사,계약자",해지,제32조의2 (위법계약의 해지) // 서 계약자가 위반사항을 안 날부터 1년 이내에 계약해지요구서에 증빙서류를 첨부하 // 여 위법계약의 해지를 요구할 수 있습니다,"제35조,제3항,제5항,제1항,제47조,제32조",3227,3246,,제32조의2 (위법계약의 해지) ① 계약자는 「금융소비자 보호에 관한 법률」제47조 및 관련규정이 정하는 바,"제32조의2 (위법계약의 해지)
① 계약자는 「금융소비자 보호에 관한 법률」제47조 및 관련규정이 정하는 바에 따라
계약체결에 대한 회사의 법위반사항이 있는 경우 계약체결일부터 5년 이내의 범위에
서 계약자가 위반사항을 안 날부터 1년 이내에 계약해지요구서에 증빙서류를 첨부하
여 위법계약의 해지를 요구할 수 있습니다.
<용어풀이>
[위법계약]
금융상품판매업자등이 '금융소비자보호에 관한 법률' 제47조에서 정한 적합성원칙, 적정성원칙, 설
명의무, 불공정영업행위의 금지 또는 부당권유행위 금지를 위반한 계약을 말합니다.
② 회사는 해지요구를 받은 날부터 10일 이내에 수락여부를 계약자에 통지하여야 하며,
거절할 때에는 거절 사유를 함께 통지하여야 합니다.
③ 계약자는 회사가 정당한 사유 없이 제1항의 요구를 따르지 않는 경우 해당 계약을 해
지할 수 있습니다.
④ 제1항 및 제3항에 따라 계약이 해지된 경우 회사는 제35조(해약환급금) 제5항에 따른
해약환급금을 계약자에게 지급합니다.
⑤ 계약자는 제1항에 따른 제척기간에도 불구하고 민법 등 관계 법령에서 정하는 바에
따라 법률상의 권리를 행사할 수 있습니다.
<용어풀이>
[제척기간]
권리관계를 빨리 확정하기 위하여 어떤 종류의 권리에 대하여 법률이 정하고 있는 존속 기간을 말
하며, 이 기간이 지나면 해당 권리는 소멸됩니다."
94,404,"2. 계약자, 피보험자 또는 보험수익자가 보험금 청구에 관한 서류에 고의로 사실과 다",,,"긍정:지급,환급,청구; 부정:해지","피보험자,보험수익자,회사,계약자",청구," 계약자, 피보험자 또는 보험수익자가 보험금 청구에 관한 서류에 고의로 사실과 다 // 험금 지급사유가 발생한 경우에는 보험금 지급에 영향을 미치지 않습니다 // [이미 발생한 보험금 지급사유에 대한 보험금 지급]",제1항,3253,3266,65,"2. 계약자, 피보험자 또는 보험수익자가 보험금 청구에 관한 서류에 고의로 사실과 다 른 것을 기재하였거나 ","2. 계약자, 피보험자 또는 보험수익자가 보험금 청구에 관한 서류에 고의로 사실과 다
른 것을 기재하였거나 그 서류 또는 증거를 위조 또는 변조한 경우. 다만, 이미 보
험금 지급사유가 발생한 경우에는 보험금 지급에 영향을 미치지 않습니다.
63 / 227

[Page 65]
<용어풀이>
[이미 발생한 보험금 지급사유에 대한 보험금 지급]
계약자, 피보험자 또는 보험수익자가 보험금 청구에 관한 서류를 변조하여 보험금을 청구한 경우,
회사는 그 사실을 안 날부터 1개월 이내에 계약을 해지할 수 있습니다. 다만, 이 경우에도 회사는
실제 발생한 보험금 지급사유에 대해서는 보험금을 지급합니다.
② 회사가 제1항에 따라 계약을 해지한 경우 회사는 그 취지를 계약자에게 통지하고 제
35조(해약환급금) 제1항에 따른 해약환급금을 지급합니다. 다만, 제1항 제1호에서 보
험수익자가 보험금의 일부 보험수익자인 경우에는 지급하지 않은 보험금에 해당하는
해약환급금을 계약자에게 지급합니다."
95,407,1. 해약환급금 구분이 해약환급금 일부지급형일 때에는 보험료 납입기간 중 계약이,,,"긍정:지급,환급; 부정:해지",회사,해지," 해약환급금 구분이 해약환급금 일부지급형일 때에는 보험료 납입기간 중 계약이 // 해지될 경우 표준형 상품 해약환급금의 50%에 해당하는 금액을 지급하며, 보험료 // 납입이 완료되고 보험료 납입기간이 종료된 이후 계약이 해지될 경우 표준형 상품",,3277,3288,,1. 해약환급금 구분이 해약환급금 일부지급형일 때에는 보험료 납입기간 중 계약이 해지될 경우 표준형 상품 해,"1. 해약환급금 구분이 해약환급금 일부지급형일 때에는 보험료 납입기간 중 계약이
해지될 경우 표준형 상품 해약환급금의 50%에 해당하는 금액을 지급하며, 보험료
납입이 완료되고 보험료 납입기간이 종료된 이후 계약이 해지될 경우 표준형 상품
해약환급금의 100%에 해당하는 금액을 지급합니다.
<유의사항>
[해약환급금 일부지급형의 해약환급금 관련]
• 보험료 납입기간 중 계약이 해지될 경우 표준형 상품 대비 적은 해약환급금을 지급하는 대신
표준형 상품보다 낮은 보험료로 가입할 수 있도록 한 상품입니다.
• 해약환급금을 계산할 때 기준이 되는 표준형 상품의 해약환급금은 “보험료 및 해약환급금
산출방법서”에 따라 계산한 금액으로 해지율을 적용하지 않고 계산합니다.
• 회사는 계약을 체결할 때 표준형 상품의 보험료 및 해약환급금(환급률 포함) 수준을 비교∙
안내해 드립니다.
• 보험료 납입기간이란 계약을 체결할 때 보험료를 납입하기로 한 기간을 말합니다."
96,408,2. 해약환급금 구분이 해약환급금 미지급형일 때에는 보험료 납입기간 중 계약이 해,,,"긍정:지급,환급,변경; 부정:해지",회사,해지," 해약환급금 구분이 해약환급금 미지급형일 때에는 보험료 납입기간 중 계약이 해 // 지될 경우 해약환급금을 지급하지 않으며, 보험료 납입이 완료되고 보험료 납입기 // 간이 종료된 이후 계약이 해지될 경우 표준형 상품의 해약환급률에 이 상품의 해",,3290,3306,,2. 해약환급금 구분이 해약환급금 미지급형일 때에는 보험료 납입기간 중 계약이 해 지될 경우 해약환급금을 지,"2. 해약환급금 구분이 해약환급금 미지급형일 때에는 보험료 납입기간 중 계약이 해
지될 경우 해약환급금을 지급하지 않으며, 보험료 납입이 완료되고 보험료 납입기
간이 종료된 이후 계약이 해지될 경우 표준형 상품의 해약환급률에 이 상품의 해
지 시점까지 납입한 보험료를 곱한 금액을 지급합니다. 이 때, 표준형 상품의 해약
환급률이란 표준형 상품의 해약환급금을 표준형 상품의 해지 시점까지 납입한 보
험료로 나눈 비율을 말하며, 해지 시점까지 납입한 보험료란 보험가입금액의 감액
등 변경사항을 반영하여 계산한 해지 시점의 보험료에 해지 시점까지의 납입회차
를 곱한 금액을 말합니다.
<유의사항>
[해약환급금 미지급형의 해약환급금 관련]
• 보험료 납입기간 중 계약이 해지될 경우 해약환급금이 없고, 보험료 납입기간이 완료된 이후
계약이 해지될 경우 표준형 상품 대비 적은 해약환급금을 지급하는 대신 표준형 상품보다 낮은
보험료로 가입할 수 있도록 한 상품입니다.
• 해약환급금을 계산할 때 기준이 되는 표준형 상품의 해약환급금은 “보험료 및 해약환급금
산출방법서”에 따라 계산한 금액으로 해지율을 적용하지 않고 계산합니다.
• 회사는 계약을 체결할 때 표준형 상품의 보험료 및 해약환급금(환급률 포함) 수준을 비교∙안내해
드립니다.
• 보험료 납입기간이란 계약을 체결할 때 보험료를 납입하기로 한 기간을 말합니다."
97,409,3. 해약환급금 구분이 해약환급금 미지급형Ⅱ일 때에는 보험료 납입기간 중 계약이,,,"긍정:지급,환급; 부정:해지",회사,해지," 해약환급금 구분이 해약환급금 미지급형Ⅱ일 때에는 보험료 납입기간 중 계약이 // 해지될 경우 해약환급금을 지급하지 않으며, 보험료 납입이 완료되고 보험료 납입 // 기간이 종료된 이후 계약이 해지될 경우 표준형 상품 해약환급금의 50%에 해당하",,3308,3320,,3. 해약환급금 구분이 해약환급금 미지급형Ⅱ일 때에는 보험료 납입기간 중 계약이 해지될 경우 해약환급금을 지,"3. 해약환급금 구분이 해약환급금 미지급형Ⅱ일 때에는 보험료 납입기간 중 계약이
해지될 경우 해약환급금을 지급하지 않으며, 보험료 납입이 완료되고 보험료 납입
기간이 종료된 이후 계약이 해지될 경우 표준형 상품 해약환급금의 50%에 해당하
는 금액을 지급합니다.
<유의사항>
[해약환급금 미지급형Ⅱ의 해약환급금 관련]
• 보험료 납입기간 중 계약이 해지될 경우 해약환급금이 없고, 보험료 납입기간이 완료된 이후
계약이 해지될 경우 표준형 상품 대비 적은 해약환급금을 지급하는 대신 표준형 상품보다 낮은
보험료로 가입할 수 있도록 한 상품입니다.
• 해약환급금을 계산할 때 기준이 되는 표준형 상품의 해약환급금은 “보험료 및 해약환급금
산출방법서”에 따라 계산한 금액으로 해지율을 적용하지 않고 계산합니다.
• 회사는 계약을 체결할 때 표준형 상품의 보험료 및 해약환급금(환급률 포함) 수준을 비교∙안내해
드립니다.
• 보험료 납입기간이란 계약을 체결할 때 보험료를 납입하기로 한 기간을 말합니다."
98,411,"5. 제1호, 제2호 및 제3호에서 표준형 상품이란 보험료 산출시 적용한 모든 기초율(다",,제1호,"긍정:지급,환급,청구,변경; 부정:해지","회사,계약자",청구,"만, 해지율은 적용하지 않습니다)이 동일한 상품을 말하며, 해약환급금을 계산할 // ② 해약환급금의 지급사유가 발생한 경우 계약자는 회사에 해약환급금을 청구하여야 하 // 며, 회사는 청구를 접수한 날부터 3영업일 이내에 해약환급금을 지급합니다","제23조,제1항,제32조",3329,3339,,"5. 제1호, 제2호 및 제3호에서 표준형 상품이란 보험료 산출시 적용한 모든 기초율(다 만, 해지율은 적용","5. 제1호, 제2호 및 제3호에서 표준형 상품이란 보험료 산출시 적용한 모든 기초율(다
만, 해지율은 적용하지 않습니다)이 동일한 상품을 말하며, 해약환급금을 계산할
때 기준이 되거나 비교∙안내를 위한 상품으로서 판매는 하지 않습니다.
② 해약환급금의 지급사유가 발생한 경우 계약자는 회사에 해약환급금을 청구하여야 하
며, 회사는 청구를 접수한 날부터 3영업일 이내에 해약환급금을 지급합니다. 해약환급
금 지급일까지의 기간에 대한 이자의 계산은 기본계약 약관의 [별표1] 보험금을 지급
할 때의 적립이율 계산을 따릅니다.
③ 제23조(특별약관 내용의 변경 등) 제1항에서 정한 보험가입금액 등을 감액할 경우 제
1항에 정한 해약환급금은 없거나 최초가입시 안내한 금액보다 적어질 수 있습니다.
④ 회사는 경과기간별 해약환급금에 관한 표를 계약자에게 제공하여 드립니다.
⑤ 제32조의2(위법계약의 해지)에 따라 위법계약이 해지되는 경우 회사가 적립한 해지
당시의 계약자적립액 및 미경과보험료를 반환하여 드립니다."
99,412,제36조 (보험계약대출),제36조,,"긍정:보장,지급,환급; 부정:해지,제한","보험수익자,회사,계약자",해지,"① 계약자는 이 특별약관의 해약환급금 범위 내에서 회사가 정한 방법에 따라 대출(이하 //  그러나 순수보장성보험 등 보험상 // 하지 않은 때에는 회사는 보험금, 해약환급금 등의 지급사유가 발생한 날에 지급금에","제36조,제29조,제1항,제2항",3341,3350,,제36조 (보험계약대출) ① 계약자는 이 특별약관의 해약환급금 범위 내에서 회사가 정한 방법에 따라 대출(이,"제36조 (보험계약대출)
① 계약자는 이 특별약관의 해약환급금 범위 내에서 회사가 정한 방법에 따라 대출(이하
「보험계약대출」이라 합니다)을 받을 수 있습니다. 그러나 순수보장성보험 등 보험상
품의 종류에 따라 보험계약대출이 제한될 수도 있습니다.
② 계약자는 제1항에 따른 보험계약대출금과 그 이자를 언제든지 상환할 수 있으며 상환
하지 않은 때에는 회사는 보험금, 해약환급금 등의 지급사유가 발생한 날에 지급금에
서 보험계약대출 원금과 이자를 차감할 수 있습니다.
③ 제2항의 규정에도 불구하고 회사는 제29조(보험료의 납입이 연체되는 경우 납입최고
(독촉)와 특별약관의 해지)에 따라 계약이 해지되는 때에는 즉시 해약환급금에서 보험
계약대출 원금과 이자를 차감합니다.
④ 회사는 보험수익자에게 보험계약대출 사실을 통지할 수 있습니다."
